districtcode,city_geocode,city,district_geocode,district,lon,lat,sta_fc,sta_rt,province,fc_lon,fc_lat,rt_lon,rt_lat
150782,150700,呼伦贝尔市,150782,牙克石,120.729005,49.287024,50526,50526,内蒙古自治区,120.7,49.2833,120.7,49.2833
150783,150700,呼伦贝尔市,150783,扎兰屯,122.744401,48.007412,50639,50639,内蒙古自治区,122.7333,48,122.7333,48
150784,150700,呼伦贝尔市,150784,额尔古纳,120.178636,50.2439,50425,50425,内蒙古自治区,120.1833,50.25,120.1833,50.25
150785,150700,呼伦贝尔市,150785,根河,121.532724,50.780454,50431,50431,内蒙古自治区,121.5167,50.7833,121.5167,50.7833
150800,150800,巴彦淖尔市,150800,巴彦淖尔,107.416959,40.757402,53513,53513,内蒙古自治区,107.3733,40.7253,107.3733,40.7253
150802,150800,巴彦淖尔市,150802,临河,107.417018,40.757092,53513,53513,内蒙古自治区,107.3733,40.7253,107.3733,40.7253
150821,150800,巴彦淖尔市,150821,五原,108.270658,41.097639,53337,53337,内蒙古自治区,108.4708,41.0889,108.4708,41.0889
150822,150800,巴彦淖尔市,150822,磴口,107.006056,40.330479,53419,53419,内蒙古自治区,107,40.3333,107,40.3333
150823,150800,巴彦淖尔市,150823,乌前旗,108.39,40.44,53433,53433,内蒙古自治区,108.65,40.7333,108.65,40.7333
150824,150800,巴彦淖尔市,150824,乌中旗,108.31,41.34,53336,53336,内蒙古自治区,108.5167,41.5667,108.5167,41.5667
150825,150800,巴彦淖尔市,150825,乌后旗,106.59,41.27,53324,53324,内蒙古自治区,107.05,41.0667,107.05,41.0667
150826,150800,巴彦淖尔市,150826,杭锦后旗,107.147682,40.888797,53420,53420,内蒙古自治区,107.1167,40.85,107.1167,40.85
150900,150900,乌兰察布市,150900,乌兰察布,113.114543,41.034126,53480,53480,内蒙古自治区,113.0667,41.0333,113.0667,41.0333
150902,150900,乌兰察布市,150902,集宁,113.116453,41.034134,53480,53480,内蒙古自治区,113.0667,41.0333,113.0667,41.0333
150921,150900,乌兰察布市,150921,卓资,112.577702,40.89576,53472,53472,内蒙古自治区,112.5667,40.8667,112.5667,40.8667
150922,150900,乌兰察布市,150922,化德,114.01008,41.899335,53391,53391,内蒙古自治区,114,41.9,114,41.9
150923,150900,乌兰察布市,150923,商都,113.560643,41.560163,53385,53385,内蒙古自治区,113.5378,41.5956,113.5378,41.5956
150924,150900,乌兰察布市,150924,兴和,113.834009,40.872437,53483,53483,内蒙古自治区,113.8333,40.8667,113.8333,40.8667
150925,150900,乌兰察布市,150925,凉城,112.500911,40.531627,53475,53475,内蒙古自治区,112.4667,40.5167,112.4667,40.5167
150926,150900,乌兰察布市,150926,察右前旗,113.13,40.48,53481,53481,内蒙古自治区,113.205,40.8078,113.205,40.8078
150927,150900,乌兰察布市,150927,察右中旗,112.37,41.16,53378,53378,内蒙古自治区,112.6167,41.2833,112.6167,41.2833
150928,150900,乌兰察布市,150928,察右后旗,113.11,41.27,53384,53384,内蒙古自治区,113.1833,41.45,113.1833,41.45
150929,150900,乌兰察布市,150929,四子王旗,111.70123,41.528114,53362,53362,内蒙古自治区,111.65,41.55,111.65,41.55
150981,150900,乌兰察布市,150981,丰镇,113.163462,40.437534,53484,53484,内蒙古自治区,113.15,40.45,113.15,40.45
152200,152200,兴安盟,152200,兴安盟,122.070317,46.076268,50838,50838,内蒙古自治区,122.05,46.0833,122.05,46.0833
152201,152200,兴安盟,152201,乌兰浩特,122.068975,46.077238,50838,50838,内蒙古自治区,122.05,46.0833,122.05,46.0833
152202,152200,兴安盟,152202,阿尔山,119.943656,47.177,50727,50727,内蒙古自治区,119.9333,47.1667,119.9333,47.1667
152221,152200,兴安盟,152221,科右前旗,122.069,46.063,50838,50838,内蒙古自治区,122.05,46.0833,122.05,46.0833
152222,152200,兴安盟,152222,科右中旗,121.28,45.03,50937,50937,内蒙古自治区,121.4831,45.0611,121.4831,45.0611
152223,152200,兴安盟,152223,扎赉特旗,122.909332,46.725136,50833,50833,内蒙古自治区,122.875,46.7394,122.875,46.7394
152224,152200,兴安盟,152224,突泉,121.564856,45.380986,50934,50934,内蒙古自治区,121.5833,45.3833,121.5833,45.3833
152500,152500,锡林郭勒盟,152500,锡林郭勒,116.090996,43.944018,54102,54102,内蒙古自治区,116.1167,43.95,116.1167,43.95
152501,152500,锡林郭勒盟,152501,二连浩特,111.97981,43.652895,53068,53068,内蒙古自治区,111.9369,43.6303,111.9369,43.6303
152502,152500,锡林郭勒盟,152502,锡林浩特,116.091903,43.944301,54102,54102,内蒙古自治区,116.1167,43.95,116.1167,43.95
152522,152500,锡林郭勒盟,152522,阿巴嘎旗,114.970618,44.022728,53192,53192,内蒙古自治区,115.0033,44.0167,115.0033,44.0167
152523,152500,锡林郭勒盟,152523,苏左旗,113.38,43.52,53195,53195,内蒙古自治区,113.6333,43.85,113.6333,43.85
152524,152500,锡林郭勒盟,152524,苏右旗,112.39,42.45,53272,53272,内蒙古自治区,112.6333,42.75,112.6333,42.75
152525,152500,锡林郭勒盟,152525,东乌旗,116.58,45.31,50915,50915,内蒙古自治区,116.9667,45.5167,116.9667,45.5167
152526,152500,锡林郭勒盟,152526,西乌旗,117.36,44.35,54012,54012,内蒙古自治区,117.6333,44.5667,117.6333,44.5667
152527,152500,锡林郭勒盟,152527,太仆寺旗,115.28728,41.895199,54305,54305,内蒙古自治区,115.2667,41.8833,115.2667,41.8833
152528,152500,锡林郭勒盟,152528,镶黄旗,113.843869,42.239229,53289,53289,内蒙古自治区,113.8333,42.2333,113.8333,42.2333
152529,152500,锡林郭勒盟,152529,正镶白旗,115.031423,42.286807,54204,54204,内蒙古自治区,115.0336,42.2839,115.0336,42.2839
152530,152500,锡林郭勒盟,152530,正蓝旗,116.003311,42.245895,54205,54205,内蒙古自治区,116,42.2333,116,42.2333
152531,152500,锡林郭勒盟,152531,多伦,116.477288,42.197962,54208,54208,内蒙古自治区,116.4658,42.1936,116.4658,42.1936
152900,152900,阿拉善盟,152900,阿拉善,105.706422,38.844814,53602,53602,内蒙古自治区,105.6667,38.8333,105.6667,38.8333
152921,152900,阿拉善盟,152921,阿左旗,105.111,39.641,53602,53602,内蒙古自治区,105.6667,38.8333,105.6667,38.8333
152922,152900,阿拉善盟,152922,阿右旗,101.41,39.13,52576,52576,内蒙古自治区,101.6833,39.2167,101.6833,39.2167
152923,152900,阿拉善盟,152923,额济纳旗,101.06944,41.958813,52267,52267,内蒙古自治区,101.0667,41.95,101.0667,41.95
210100,210100,沈阳市,210100,沈阳,123.429096,41.796767,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210102,210100,沈阳市,210102,和平区,123.406664,41.788074,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210103,210100,沈阳市,210103,沈河区,123.445696,41.795591,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210104,210100,沈阳市,210104,大东区,123.469956,41.808503,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210105,210100,沈阳市,210105,皇姑区,123.405677,41.822336,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210106,210100,沈阳市,210106,铁西区,123.350664,41.787808,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210111,210100,沈阳市,210111,苏家屯,123.341604,41.665904,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210112,210100,沈阳市,210112,浑南,123.458981,41.741946,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210113,210100,沈阳市,210113,沈北新区,123.521471,42.052312,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210114,210100,沈阳市,210114,于洪区,123.310829,41.795833,54342,54342,辽宁省,123.51,41.7325,123.51,41.7325
210115,210100,沈阳市,210115,辽中区,122.731269,41.512725,54332,54332,辽宁省,122.7017,41.5114,122.7017,41.5114
210123,210100,沈阳市,210123,康平,123.352703,42.741533,54244,54244,辽宁省,123.3453,42.8128,123.3453,42.8128
210124,210100,沈阳市,210124,法库,123.416722,42.507045,54245,54245,辽宁省,123.3983,42.4944,123.3983,42.4944
210181,210100,沈阳市,210181,新民,122.828868,41.996508,54333,54333,辽宁省,122.8531,41.9592,122.8531,41.9592
210200,210200,大连市,210200,大连,121.618622,38.91459,54662,54662,辽宁省,121.64,38.9083,121.64,38.9083
210202,210200,大连市,210202,中山区,121.64376,38.921553,54662,54662,辽宁省,121.64,38.9083,121.64,38.9083
210203,210200,大连市,210203,西岗区,121.616112,38.914266,54662,54662,辽宁省,121.64,38.9083,121.64,38.9083
210204,210200,大连市,210204,沙河口,121.593702,38.912859,54662,54662,辽宁省,121.64,38.9083,121.64,38.9083
210211,210200,大连市,210211,甘井子,121.582614,38.975148,54662,54662,辽宁省,121.64,38.9083,121.64,38.9083
210212,210200,大连市,210212,旅顺,121.26713,38.812043,54660,54660,辽宁省,121.2383,38.8117,121.2383,38.8117
210213,210200,大连市,210213,金州,121.789413,39.052745,54568,54568,辽宁省,121.7578,39.0647,121.7578,39.0647
210214,210200,大连市,210214,普兰店,121.9705,39.401555,54569,54569,辽宁省,121.9425,39.4208,121.9425,39.4208
210224,210200,大连市,210224,长海,122.587824,39.272399,54579,54579,辽宁省,122.5867,39.2719,122.5867,39.2719
210281,210200,大连市,210281,瓦房店,122.002656,39.63065,54563,54563,辽宁省,122.0108,39.6286,122.0108,39.6286
210283,210200,大连市,210283,庄河,122.970612,39.69829,54584,54584,辽宁省,122.9533,39.7125,122.9533,39.7125
210300,210300,鞍山市,210300,鞍山,122.995632,41.110626,54339,54339,辽宁省,122.9994,41.0903,122.9994,41.0903
210302,210300,鞍山市,210302,铁东区,122.994475,41.110344,54339,54339,辽宁省,122.9994,41.0903,122.9994,41.0903
210303,210300,鞍山市,210303,铁西区,122.971834,41.11069,54339,54339,辽宁省,122.9994,41.0903,122.9994,41.0903
210304,210300,鞍山市,210304,立山,123.024806,41.150622,54339,54339,辽宁省,122.9994,41.0903,122.9994,41.0903
210311,210300,鞍山市,210311,千山,122.949298,41.068909,54339,54339,辽宁省,122.9994,41.0903,122.9994,41.0903
210321,210300,鞍山市,210321,台安,122.429736,41.38686,54336,54336,辽宁省,122.4303,41.4172,122.4303,41.4172
210323,210300,鞍山市,210323,岫岩,123.28833,40.281509,54486,54486,辽宁省,123.2767,40.3381,123.2767,40.3381
210381,210300,鞍山市,210381,海城,122.752199,40.852533,54472,54472,辽宁省,122.7489,40.8797,122.7489,40.8797
210400,210400,抚顺市,210400,抚顺,124.097979,41.922644,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210402,210400,抚顺市,210402,新抚区,123.902858,41.86082,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210403,210400,抚顺市,210403,东洲区,124.047219,41.866829,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210404,210400,抚顺市,210404,望花区,123.801509,41.851803,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210411,210400,抚顺市,210411,顺城区,123.917165,41.881132,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210421,210400,抚顺市,210421,抚顺县,123.9216,41.88704,54351,54351,辽宁省,124.0686,41.9097,124.0686,41.9097
210422,210400,抚顺市,210422,新宾,125.037547,41.732456,54353,54353,辽宁省,125.0364,41.7225,125.0364,41.7225
210423,210400,抚顺市,210423,清原,124.927192,42.10135,54259,54259,辽宁省,124.8667,42.0667,124.8667,42.0667
210500,210500,本溪市,210500,本溪,123.770519,41.297909,54346,54346,辽宁省,123.7753,41.3067,123.7753,41.3067
210502,210500,本溪市,210502,平山区,123.761231,41.291581,54346,54346,辽宁省,123.7753,41.3067,123.7753,41.3067
210503,210500,本溪市,210503,溪湖,123.765226,41.330056,54346,54346,辽宁省,123.7753,41.3067,123.7753,41.3067
210504,210500,本溪市,210504,明山,123.763288,41.302429,54346,54346,辽宁省,123.7753,41.3067,123.7753,41.3067
210505,210500,本溪市,210505,南芬,123.748381,41.104093,54346,54346,辽宁省,123.7753,41.3067,123.7753,41.3067
210521,210500,本溪市,210521,本溪县,124.17,41.18,54349,54349,辽宁省,124.1317,41.2961,124.1317,41.2961
210522,210500,本溪市,210522,桓仁,125.359195,41.268997,54365,54365,辽宁省,125.3444,41.2825,125.3444,41.2825
210600,210600,丹东市,210600,丹东,124.383044,40.124296,54497,54497,辽宁省,124.3275,40.0317,124.3275,40.0317
210602,210600,丹东市,210602,元宝,124.397814,40.136483,54497,54497,辽宁省,124.3275,40.0317,124.3275,40.0317
210603,210600,丹东市,210603,振兴,124.361153,40.102801,54497,54497,辽宁省,124.3275,40.0317,124.3275,40.0317
210604,210600,丹东市,210604,振安,124.427709,40.158557,54497,54497,辽宁省,124.3275,40.0317,124.3275,40.0317
210624,210600,丹东市,210624,宽甸,124.784867,40.730412,54493,54493,辽宁省,124.78,40.72,124.78,40.72
210681,210600,丹东市,210681,东港,124.149437,39.883467,54590,54590,辽宁省,124.15,39.9167,124.15,39.9167
210682,210600,丹东市,210682,凤城,124.071067,40.457567,54494,54494,辽宁省,124.0533,40.4653,124.0533,40.4653
210700,210700,锦州市,210700,锦州,121.135742,41.119269,54337,54337,辽宁省,121.1222,41.1403,121.1222,41.1403
210702,210700,锦州市,210702,古塔,121.130085,41.115719,54337,54337,辽宁省,121.1222,41.1403,121.1222,41.1403
210703,210700,锦州市,210703,凌河,121.151304,41.114662,54337,54337,辽宁省,121.1222,41.1403,121.1222,41.1403
210711,210700,锦州市,210711,太和区,121.107297,41.105378,54337,54337,辽宁省,121.1222,41.1403,121.1222,41.1403
210726,210700,锦州市,210726,黑山,122.117915,41.691804,54335,54335,辽宁省,122.0889,41.6856,122.0889,41.6856
210727,210700,锦州市,210727,义县,121.242831,41.537224,54334,54334,辽宁省,121.2422,41.5122,121.2422,41.5122
210781,210700,锦州市,210781,凌海,121.364236,41.171738,54330,54330,辽宁省,121.3356,41.1414,121.3356,41.1414
210782,210700,锦州市,210782,北镇,121.795962,41.598764,54331,54331,辽宁省,121.7583,41.5981,121.7583,41.5981
210800,210800,营口市,210800,营口,122.235151,40.667432,54471,54471,辽宁省,122.1733,40.6656,122.1733,40.6656
210802,210800,营口市,210802,站前区,122.253235,40.669949,54471,54471,辽宁省,122.1733,40.6656,122.1733,40.6656
210803,210800,营口市,210803,西市区,122.210067,40.663086,54471,54471,辽宁省,122.1733,40.6656,122.1733,40.6656
210804,210800,营口市,210804,鲅鱼圈,122.127242,40.263646,54474,54474,辽宁省,122.3575,40.4108,122.3575,40.4108
210811,210800,营口市,210811,老边区,122.382584,40.682723,54475,54475,辽宁省,122.4508,40.5633,122.4508,40.5633
210881,210800,营口市,210881,盖州,122.355534,40.405234,54474,54474,辽宁省,122.3575,40.4108,122.3575,40.4108
210882,210800,营口市,210882,大石桥,122.505894,40.633973,54475,54475,辽宁省,122.4508,40.5633,122.4508,40.5633
210900,210900,阜新市,210900,阜新,121.743125,42.058607,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210902,210900,阜新市,210902,海州区,121.657639,42.011162,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210903,210900,阜新市,210903,新邱,121.790541,42.086603,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210904,210900,阜新市,210904,太平,121.677575,42.011145,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210905,210900,阜新市,210905,清河门,121.42018,41.780477,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210911,210900,阜新市,210911,细河,121.654791,42.019218,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210921,210900,阜新市,210921,阜新县,121.763574,42.07137,54237,54237,辽宁省,121.7458,42.0672,121.7458,42.0672
210922,210900,阜新市,210922,彰武,122.537444,42.384823,54236,54236,辽宁省,122.5492,42.3842,122.5492,42.3842
211000,211000,辽阳市,211000,辽阳,123.18152,41.269402,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211002,211000,辽阳市,211002,白塔区,123.172611,41.26745,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211003,211000,辽阳市,211003,文圣区,123.188227,41.266765,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211004,211000,辽阳市,211004,宏伟区,123.200461,41.205747,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211005,211000,辽阳市,211005,弓长岭,123.431633,41.157831,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211011,211000,辽阳市,211011,太子河,123.185336,41.251682,54347,54347,辽宁省,123.1797,41.245,123.1797,41.245
211021,211000,辽阳市,211021,辽阳县,123.079674,41.216479,54345,54345,辽宁省,123.0736,41.2003,123.0736,41.2003
211081,211000,辽阳市,211081,灯塔市,123.325864,41.427836,54348,54348,辽宁省,123.3711,41.4083,123.3711,41.4083
211100,211100,盘锦市,211100,盘锦,122.06957,41.124484,54470,54470,辽宁省,122.0564,41.0086,122.0564,41.0086
211102,211100,盘锦市,211102,双台子,122.055733,41.190365,54470,54470,辽宁省,122.0564,41.0086,122.0564,41.0086
211103,211100,盘锦市,211103,兴隆台,122.071624,41.122423,54470,54470,辽宁省,122.0564,41.0086,122.0564,41.0086
211104,211100,盘锦市,211104,大洼,122.071708,40.994428,54470,54470,辽宁省,122.0564,41.0086,122.0564,41.0086
211122,211100,盘锦市,211122,盘山,121.98528,41.240701,54338,54338,辽宁省,122.0403,41.2742,122.0403,41.2742
211200,211200,铁岭市,211200,铁岭,123.725669,42.223316,54249,54249,辽宁省,123.86,42.2969,123.86,42.2969
211202,211200,铁岭市,211202,银州,123.844877,42.292278,54249,54249,辽宁省,123.86,42.2969,123.86,42.2969
211204,211200,铁岭市,211204,清河区,124.14896,42.542978,54254,54254,辽宁省,124.0461,42.5269,124.0461,42.5269
211221,211200,铁岭市,211221,铁岭县,123.735372,42.229226,54249,54249,辽宁省,123.86,42.2969,123.86,42.2969
211223,211200,铁岭市,211223,西丰,124.72332,42.738091,54252,54252,辽宁省,124.7406,42.7403,124.7406,42.7403
211224,211200,铁岭市,211224,昌图,124.11017,42.784441,54243,54243,辽宁省,124.0933,42.7847,124.0933,42.7847
211281,211200,铁岭市,211281,调兵山,123.545366,42.450734,54249,54249,辽宁省,123.86,42.2969,123.86,42.2969
211282,211200,铁岭市,211282,开原,124.045551,42.542141,54254,54254,辽宁省,124.0461,42.5269,124.0461,42.5269
